id,from_node,to_node,distance,spend_tm
3238,2,1039,37923,46
3239,2,1040,20938,26
3240,2,1041,37488,45
3241,2,1042,19752,24
3242,2,1043,10614,13
3243,2,1044,9841,12
3244,2,1045,48517,59
3245,2,1046,29715,36
3246,2,1047,36450,44
3247,2,1048,33869,41
3248,2,1049,16844,21
3249,2,1050,30521,37
3250,2,1051,28157,34
3251,2,1052,9119,11
3252,2,1053,25109,31
3253,2,1054,26146,32
3254,2,1055,26002,32
3255,2,1056,33080,40
3256,2,1057,33285,40
3257,2,1058,41802,51
3258,2,1059,34200,42
3259,2,1060,12389,15
3260,2,1061,33789,41
3261,2,1062,33847,41
3262,2,1063,9158,11
3263,2,1064,21111,26
3264,2,1065,38401,47
3265,2,1066,36521,44
3266,2,1067,20716,25
3267,2,1068,31128,38
3268,2,1069,21222,26
3269,2,1070,42189,51
3270,2,1071,12868,16
3271,2,1072,29624,36
3272,2,1073,21427,26
3273,2,1074,44023,53
3274,2,1075,33859,41
3275,2,1076,27542,34
3276,2,1077,39442,48
3277,2,1078,39061,47
3278,2,1079,22962,28
3279,2,1080,10635,13
3280,2,1081,21507,26
3281,2,1082,18255,22
3282,2,1083,49147,59
3283,2,1084,20278,25
3284,2,1085,28018,34
3285,2,1086,25695,31
3286,2,1087,19305,24
3287,2,1088,35877,44
3288,2,1089,43293,52
3289,2,1090,12209,15
3290,2,1091,28935,35
3291,2,1092,40730,49
3292,2,1093,40196,49
3293,2,1094,11531,14
3294,2,1095,23098,28
3295,2,1096,16808,21
3296,2,1097,19711,24
3297,2,1098,22435,27
3298,2,1099,41951,51
3299,2,1100,28619,35
4300,3,1001,23580,29
4301,3,1002,8256,10
4302,3,1003,38991,47
4303,3,1004,25264,31
4304,3,1005,27874,34
4305,3,1006,28080,34
4306,3,1007,10614,13
4307,3,1008,46939,57
4308,3,1009,11618,14
4309,3,1010,19754,24
4310,3,1011,43066,52
4311,3,1012,55333,67
4312,3,1013,43888,53
4313,3,1014,34719,42
4314,3,1015,56979,69
4315,3,1016,47990,58
4316,3,1017,61142,74
4317,3,1018,46014,56
4318,3,1019,42964,52
4319,3,1020,40726,49
4320,3,1021,25778,31
4321,3,1022,49251,60
4322,3,1023,32227,39
4323,3,1024,33701,41
4324,3,1025,21708,27
4325,3,1026,35892,44
4326,3,1027,39289,48
4327,3,1028,46303,56
4328,3,1029,41791,51
4329,3,1030,57944,70
4330,3,1031,40132,49
4331,3,1032,44100,53
4332,3,1033,14532,18
4333,3,1034,38978,47
4334,3,1035,50953,62
4335,3,1036,29095,35
4336,3,1037,43146,52
4337,3,1038,32353,39
4338,3,1039,11101,14
4339,3,1040,21975,27
4340,3,1041,40039,49
4341,3,1042,23165,28
4342,3,1043,45093,55
4343,3,1044,33062,40
4344,3,1045,19253,24
4345,3,1046,64168,78
4346,3,1047,33850,41
4347,3,1048,48803,59
4348,3,1049,51326,62
4349,3,1050,28143,34
4350,3,1051,29931,36
4351,3,1052,33781,41
4352,3,1053,27503,34
4353,3,1054,28695,35
4354,3,1055,52682,64
4355,3,1056,35641,43
4356,3,1057,44373,54
4357,3,1058,44326,54
4358,3,1059,38052,46
4359,3,1060,30506,37
4360,3,1061,59214,72
4361,3,1062,31246,38
4362,3,1063,43642,53
4363,3,1064,43841,53
4364,3,1065,40928,50
4365,3,1066,39051,47
4366,3,1067,45626,55
4367,3,1068,12951,16
4368,3,1069,36385,44
4369,3,1070,39584,48
4370,3,1071,30040,37
4371,3,1072,64088,77
4372,3,1073,30564,37
4373,3,1074,9491,12
4374,3,1075,36408,44
4375,3,1076,37237,45
4376,3,1077,41970,51
4377,3,1078,41584,50
4378,3,1079,47598,58
4379,3,1080,34633,42
4380,3,1081,21399,26
4381,3,1082,25293,31
4382,3,1083,18880,23
4383,3,1084,36167,44
4384,3,1085,35203,43
4385,3,1086,49109,59
4386,3,1087,23602,29
4387,3,1088,35524,43
4388,3,1089,8761,11
4389,3,1090,30694,37
4390,3,1091,33627,41
4391,3,1092,43252,52
4392,3,1093,42748,52
4393,3,1094,32017,39
4394,3,1095,33708,41
4395,3,1096,51274,62
4396,3,1097,23183,28
4397,3,1098,20488,25
4398,3,1099,44469,54
4399,3,1100,17659,22
5400,4,1001,39319,48
5401,4,1002,48798,59
5402,4,1003,29094,35
5403,4,1004,31753,39
5404,4,1005,29149,35
5405,4,1006,28919,35
5406,4,1007,59288,72
5407,4,1008,10060,13
5408,4,1009,45437,55
5409,4,1010,65722,79
5410,4,1011,36815,45
5411,4,1012,6751,9
5412,4,1013,13101,16
5413,4,1014,22284,27
5414,4,1015,25078,31
5415,4,1016,41734,51
5416,4,1017,12573,16
5417,4,1018,32143,39
5418,4,1019,24379,30
5419,4,1020,47087,57
5420,4,1021,31254,38
5421,4,1022,25670,31
5422,4,1023,24768,30
5423,4,1024,23310,28
5424,4,1025,38321,46
5425,4,1026,26522,32
5426,4,1027,33032,40
5427,4,1028,13970,17
5428,4,1029,48151,58
5429,4,1030,19858,24
5430,4,1031,39252,48
5431,4,1032,12896,16
5432,4,1033,44326,54
5433,4,1034,30877,38
5434,4,1035,31022,38
5435,4,1036,28807,35
5436,4,1037,13851,17
5437,4,1038,24667,30
5438,4,1039,52053,63
5439,4,1040,35064,43
5440,4,1041,41488,50
5441,4,1042,33880,41
5442,4,1043,11903,15
5443,4,1044,23964,29
5444,4,1045,62647,76
5445,4,1046,15607,19
5446,4,1047,40197,49
5447,4,1048,30149,37
5448,4,1049,12123,15
5449,4,1050,34267,42
5450,4,1051,31902,39
5451,4,1052,23241,28
5452,4,1053,39229,48
5453,4,1054,28748,35
5454,4,1055,22280,27
5455,4,1056,46440,56
5456,4,1057,37027,45
5457,4,1058,38080,46
5458,4,1059,30476,37
5459,4,1060,26509,32
5460,4,1061,30072,37
5461,4,1062,37594,46
5462,4,1063,13361,17
5463,4,1064,17385,21
5464,4,1065,34678,42
5465,4,1066,32797,40
5466,4,1067,16991,21
5467,4,1068,45260,55
5468,4,1069,24962,30
5469,4,1070,45937,56
5470,4,1071,26993,33
5471,4,1072,15513,19
5472,4,1073,26435,32
5473,4,1074,58156,70
5474,4,1075,35881,44
5475,4,1076,31284,38
5476,4,1077,35720,43
5477,4,1078,35340,43
5478,4,1079,26699,33
5479,4,1080,22394,27
5480,4,1081,35631,43
5481,4,1082,31719,39
5482,4,1083,63277,76
5483,4,1084,20826,25
5484,4,1085,24291,30
5485,4,1086,21972,27
5486,4,1087,33430,41
5487,4,1088,39622,48
5488,4,1089,57425,69
5489,4,1090,26332,32
5490,4,1091,25208,31
5491,4,1092,37010,45
5492,4,1093,45345,55
5493,4,1094,25014,31
5494,4,1095,26840,33
5495,4,1096,11861,15
5496,4,1097,33831,41
5497,4,1098,36564,44
5498,4,1099,38231,46
5499,4,1100,42743,52
6500,5,1001,10739,13
6501,5,1002,33202,40
6502,5,1003,22541,28
6503,5,1004,42570,52
6504,5,1005,35449,43
6505,5,1006,52981,64
6506,5,1007,28713,35
6507,5,1008,33674,41
6508,5,1009,28916,35
6509,5,1010,45684,55
6510,5,1011,69089,83
6511,5,1012,38941,47
6512,5,1013,44620,54
6513,5,1014,43460,53
6514,5,1015,57352,69
6515,5,1016,74008,89
6516,5,1017,44763,54
6517,5,1018,64417,78
6518,5,1019,26526,32
6519,5,1020,14813,18
6520,5,1021,32062,39
6521,5,1022,57944,70
6522,5,1023,51808,63
6523,5,1024,38643,47
6524,5,1025,12616,16
6525,5,1026,19442,24
6526,5,1027,65306,79
6527,5,1028,29884,36
6528,5,1029,15928,20
6529,5,1030,52132,63
6530,5,1031,66127,80
6531,5,1032,39086,47
6532,5,1033,40485,49
6533,5,1034,63151,76
6534,5,1035,34517,42
6535,5,1036,55089,67
6536,5,1037,39209,48
6537,5,1038,33618,41
6538,5,1039,37038,45
6539,5,1040,29773,36
6540,5,1041,66031,80
6541,5,1042,24063,29
6542,5,1043,38024,46
6543,5,1044,28669,35
6544,5,1045,45187,55
6545,5,1046,47798,58
6546,5,1047,17164,21
6547,5,1048,62423,75
6548,5,1049,34917,42
6549,5,1050,11670,15
6550,5,1051,13465,17
6551,5,1052,30843,38
6552,5,1053,53481,65
6553,5,1054,54689,66
6554,5,1055,54554,66
6555,5,1056,61620,74
6556,5,1057,27919,34
6557,5,1058,70354,85
6558,5,1059,62750,76
6559,5,1060,38524,47
6560,5,1061,62346,75
6561,5,1062,13826,17
6562,5,1063,34641,42
6563,5,1064,49659,60
6564,5,1065,66952,81
6565,5,1066,65071,79
6566,5,1067,49264,60
6567,5,1068,21375,26
6568,5,1069,19937,24
6569,5,1070,18155,22
6570,5,1071,26162,32
6571,5,1072,47704,58
6572,5,1073,49970,60
6573,5,1074,33519,41
6574,5,1075,62403,75
6575,5,1076,20781,25
6576,5,1077,67993,82
6577,5,1078,67614,82
6578,5,1079,31163,38
6579,5,1080,26302,32
6580,5,1081,36712,45
6581,5,1082,46795,57
6582,5,1083,44812,54
6583,5,1084,48822,59
6584,5,1085,56564,68
6585,5,1086,54246,66
6586,5,1087,33916,41
6587,5,1088,19055,23
6588,5,1089,33109,40
6589,5,1090,31089,38
6590,5,1091,57482,69
6591,5,1092,69283,84
6592,5,1093,68739,83
6593,5,1094,25405,31
6594,5,1095,17254,21
6595,5,1096,44135,53
6596,5,1097,47111,57
6597,5,1098,22306,27
6598,5,1099,70505,85
6599,5,1100,43618,53
7600,6,1001,24357,30
7601,6,1002,17429,21
7602,6,1003,23534,29
7603,6,1004,15841,20
7604,6,1005,10603,13
7605,6,1006,26242,32
7606,6,1007,27906,34
7607,6,1008,29677,36
7608,6,1009,14067,17
7609,6,1010,34349,42
7610,6,1011,42330,51
7611,6,1012,38077,46
7612,6,1013,26630,32
7613,6,1014,17455,21
7614,6,1015,39735,48
7615,6,1016,47252,57
7616,6,1017,43891,53
7617,6,1018,37652,46
7618,6,1019,25690,31
7619,6,1020,41505,50
7620,6,1021,8503,11
7621,6,1022,32003,39
7622,6,1023,25066,31
7623,6,1024,16434,20
7624,6,1025,22483,27
7625,6,1026,20961,26
7626,6,1027,38551,47
7627,6,1028,29037,35
7628,6,1029,42569,52
7629,6,1030,40698,49
7630,6,1031,39385,48
7631,6,1032,26839,33
7632,6,1033,13769,17
7633,6,1034,36393,44
7634,6,1035,33679,41
7635,6,1036,28348,35
7636,6,1037,25885,32
7637,6,1038,15082,19
7638,6,1039,20684,25
7639,6,1040,5342,7
7640,6,1041,39291,48
7641,6,1042,11049,14
7642,6,1043,27832,34
7643,6,1044,15790,19
7644,6,1045,31276,38
7645,6,1046,46920,57
7646,6,1047,34623,42
7647,6,1048,35658,43
7648,6,1049,34064,41
7649,6,1050,28694,35
7650,6,1051,26332,32
7651,6,1052,16510,20
7652,6,1053,26750,33
7653,6,1054,27948,34
7654,6,1055,35434,43
7655,6,1056,34888,42
7656,6,1057,31465,38
7657,6,1058,43593,53
7658,6,1059,35993,44
7659,6,1060,13238,16
7660,6,1061,41974,51
7661,6,1062,32019,39
7662,6,1063,26378,32
7663,6,1064,26586,32
7664,6,1065,40193,49
7665,6,1066,38314,46
7666,6,1067,28371,35
7667,6,1068,13884,17
7668,6,1069,19404,24
7669,6,1070,40360,49
7670,6,1071,12765,16
7671,6,1072,46835,57
7672,6,1073,23231,28
7673,6,1074,26779,33
7674,6,1075,35661,43
7675,6,1076,25721,31
7676,6,1077,41235,50
7677,6,1078,40851,50
7678,6,1079,30326,37
7679,6,1080,17360,21
7680,6,1081,9992,12
7681,6,1082,20063,25
7682,6,1083,31906,39
7683,6,1084,22079,27
7684,6,1085,29816,36
7685,6,1086,31859,39
7686,6,1087,7196,9
7687,6,1088,34051,41
7688,6,1089,26049,32
7689,6,1090,13421,17
7690,6,1091,30734,37
7691,6,1092,42519,52
7692,6,1093,42000,51
7693,6,1094,14742,18
7694,6,1095,21278,26
7695,6,1096,34020,41
7696,6,1097,20381,25
7697,6,1098,12802,16
7698,6,1099,43738,53
7699,6,1100,16898,21
8700,7,1001,32733,40
8701,7,1002,42213,51
8702,7,1003,24012,29
8703,7,1004,25169,31
8704,7,1005,22565,28
8705,7,1006,25788,31
8706,7,1007,52702,64
8707,7,1008,6480,8
8708,7,1009,38852,47
8709,7,1010,59137,71
8710,7,1011,41894,51
8711,7,1012,13333,16
8712,7,1013,17426,21
8713,7,1014,16267,20
8714,7,1015,30156,37
8715,7,1016,46813,57
8716,7,1017,19155,23
8717,7,1018,37222,45
8718,7,1019,19298,24
8719,7,1020,42004,51
8720,7,1021,24669,30
8721,7,1022,30749,37
8722,7,1023,24614,30
8723,7,1024,16727,21
8724,7,1025,31736,39
8725,7,1026,21440,26
8726,7,1027,38111,46
8727,7,1028,8890,11
8728,7,1029,43068,52
8729,7,1030,24937,30
8730,7,1031,38934,47
8731,7,1032,11892,15
8732,7,1033,37742,46
8733,7,1034,35956,44
8734,7,1035,25940,32
8735,7,1036,27896,34
8736,7,1037,12016,15
8737,7,1038,18083,22
8738,7,1039,45467,55
8739,7,1040,28480,35
8740,7,1041,38838,47
8741,7,1042,27296,33
8742,7,1043,10831,13
8743,7,1044,17380,21
8744,7,1045,56062,68
8745,7,1046,22189,27
8746,7,1047,35114,43
8747,7,1048,35228,43
8748,7,1049,9310,12
8749,7,1050,29185,36
8750,7,1051,26820,33
8751,7,1052,16657,20
8752,7,1053,32646,40
8753,7,1054,27496,33
8754,7,1055,27359,33
8755,7,1056,39857,48
8756,7,1057,31945,39
8757,7,1058,43159,52
8758,7,1059,35555,43
8759,7,1060,19925,24
8760,7,1061,35150,43
8761,7,1062,32511,40
8762,7,1063,7448,9
8763,7,1064,22464,27
8764,7,1065,39757,48
8765,7,1066,37876,46
8766,7,1067,22070,27
8767,7,1068,38675,47
8768,7,1069,19881,24
8769,7,1070,40855,50
8770,7,1071,20409,25
8771,7,1072,22096,27
8772,7,1073,22777,28
8773,7,1074,51570,62
8774,7,1075,35209,43
8775,7,1076,26202,32
8776,7,1077,40799,49
8777,7,1078,40419,49
8778,7,1079,21618,26
8779,7,1080,15810,19
8780,7,1081,29047,35
8781,7,1082,25135,31
8782,7,1083,56692,69
8783,7,1084,21628,26
8784,7,1085,29370,36
8785,7,1086,27051,33
8786,7,1087,26845,33
8787,7,1088,34540,42
8788,7,1089,50840,62
8789,7,1090,19748,24
8790,7,1091,30287,37
8791,7,1092,42088,51
8792,7,1093,41545,50
8793,7,1094,18430,23
8794,7,1095,21758,27
8795,7,1096,16941,21
8796,7,1097,27247,33
8797,7,1098,29979,36
8798,7,1099,43309,52
8799,7,1100,36159,44
9800,8,1001,39672,48
9801,8,1002,49151,59
9802,8,1003,28905,35
9803,8,1004,32106,39
9804,8,1005,29502,36
9805,8,1006,29271,36
9806,8,1007,59641,72
9807,8,1008,10413,13
9808,8,1009,45791,55
9809,8,1010,66076,80
9810,8,1011,37005,45
9811,8,1012,6398,8
9812,8,1013,13454,17
9813,8,1014,22637,28
9814,8,1015,25268,31
9815,8,1016,41924,51
9816,8,1017,12221,15
9817,8,1018,32333,39
9818,8,1019,24190,30
9819,8,1020,46898,57
9820,8,1021,31607,38
9821,8,1022,25861,32
9822,8,1023,25121,31
9823,8,1024,23663,29
9824,8,1025,38675,47
9825,8,1026,26333,32
9826,8,1027,33222,40
9827,8,1028,13781,17
9828,8,1029,47962,58
9829,8,1030,20048,25
9830,8,1031,39605,48
9831,8,1032,13248,16
9832,8,1033,44679,54
9833,8,1034,31067,38
9834,8,1035,30832,37
9835,8,1036,29160,35
9836,8,1037,14204,18
9837,8,1038,25020,31
9838,8,1039,52406,63
9839,8,1040,35417,43
9840,8,1041,41841,51
9841,8,1042,34234,42
9842,8,1043,12255,15
9843,8,1044,24317,30
9844,8,1045,63001,76
9845,8,1046,15255,19
9846,8,1047,40008,49
9847,8,1048,30339,37
9848,8,1049,11934,15
9849,8,1050,34079,41
9850,8,1051,31713,39
9851,8,1052,23594,29
9852,8,1053,39582,48
9853,8,1054,29100,35
9854,8,1055,22470,27
9855,8,1056,46793,57
9856,8,1057,36838,45
9857,8,1058,38270,46
9858,8,1059,30666,37
9859,8,1060,26862,33
9860,8,1061,30262,37
9861,8,1062,37405,45
9862,8,1063,13714,17
9863,8,1064,17575,22
9864,8,1065,34868,42
9865,8,1066,32987,40
9866,8,1067,17180,21
9867,8,1068,45614,55
9868,8,1069,24773,30
9869,8,1070,45749,55
9870,8,1071,27346,33
9871,8,1072,15161,19
9872,8,1073,26788,33
9873,8,1074,58510,71
9874,8,1075,36233,44
9875,8,1076,31095,38
9876,8,1077,35910,44
9877,8,1078,35530,43
9878,8,1079,26509,32
9879,8,1080,22747,28
9880,8,1081,35985,44
9881,8,1082,32072,39
9882,8,1083,63631,77
9883,8,1084,21179,26
9884,8,1085,24481,30
9885,8,1086,22162,27
9886,8,1087,33783,41
9887,8,1088,39434,48
9888,8,1089,57779,70
9889,8,1090,26685,33
9890,8,1091,25398,31
9891,8,1092,37200,45
9892,8,1093,45698,55
9893,8,1094,25368,31
9894,8,1095,26651,32
9895,8,1096,12051,15
9896,8,1097,34184,42
9897,8,1098,36918,45
9898,8,1099,38421,47
9899,8,1100,43096,52
10900,9,1001,31753,39
10901,9,1002,41230,50
10902,9,1003,14560,18
10903,9,1004,24834,30
10904,9,1005,21576,26
10905,9,1006,35249,43
10906,9,1007,51723,63
10907,9,1008,15941,20
10908,9,1009,37869,46
10909,9,1010,58155,70
10910,9,1011,51361,62
10911,9,1012,19420,24
10912,9,1013,26889,33
10913,9,1014,25727,31
10914,9,1015,39626,48
10915,9,1016,56279,68
10916,9,1017,22954,28
10917,9,1018,46691,57
10918,9,1019,9843,12
10919,9,1020,32559,40
10920,9,1021,23681,29
10921,9,1022,40217,49
10922,9,1023,34076,41
10923,9,1024,20909,26
10924,9,1025,30755,37
10925,9,1026,13579,17
10926,9,1027,47577,58
10927,9,1028,8970,11
10928,9,1029,33622,41
10929,9,1030,34406,42
10930,9,1031,48395,59
10931,9,1032,21353,26
10932,9,1033,36755,45
10933,9,1034,45423,55
10934,9,1035,16485,20
10935,9,1036,37357,45
10936,9,1037,21477,26
10937,9,1038,17093,21
10938,9,1039,44484,54
10939,9,1040,27494,33
10940,9,1041,48299,58
10941,9,1042,26311,32
10942,9,1043,20292,25
10943,9,1044,16391,20
10944,9,1045,55079,67
10945,9,1046,26371,32
10946,9,1047,25666,31
10947,9,1048,44697,54
10948,9,1049,10819,13
10949,9,1050,21354,26
10950,9,1051,19558,24
10951,9,1052,15667,19
10952,9,1053,35747,43
10953,9,1054,36957,45
10954,9,1055,36827,45
10955,9,1056,43885,53
10956,9,1057,22493,27
10957,9,1058,52627,64
10958,9,1059,45021,55
10959,9,1060,20788,25
10960,9,1061,44622,54
10961,9,1062,23064,28
10962,9,1063,16908,21
10963,9,1064,31929,39
10964,9,1065,49225,60
10965,9,1066,47343,57
10966,9,1067,31535,38
10967,9,1068,37694,46
10968,9,1069,13083,16
10969,9,1070,31408,38
10970,9,1071,19421,24
10971,9,1072,23094,28
10972,9,1073,32238,39
10973,9,1074,50590,61
10974,9,1075,44671,54
10975,9,1076,16751,21
10976,9,1077,50266,61
10977,9,1078,49888,60
10978,9,1079,12162,15
10979,9,1080,14821,18
10980,9,1081,28059,34
10981,9,1082,29060,35
10982,9,1083,55710,67
10983,9,1084,31090,38
10984,9,1085,38834,47
10985,9,1086,36518,44
10986,9,1087,25858,32
10987,9,1088,25091,31
10988,9,1089,49859,60
10989,9,1090,18759,23
10990,9,1091,39751,48
10991,9,1092,51557,62
10992,9,1093,51006,62
10993,9,1094,17442,21
10994,9,1095,15767,19
10995,9,1096,26406,32
10996,9,1097,29376,36
10997,9,1098,28996,35
10998,9,1099,52779,64
10999,9,1100,35171,43
12000,10,1001,27830,34
12001,10,1002,25276,31
12002,10,1003,27004,33
12003,10,1004,12374,15
12004,10,1005,5642,7
12005,10,1006,22776,28
12006,10,1007,35755,43
12007,10,1008,21835,27
12008,10,1009,21915,27
12009,10,1010,42197,51
12010,10,1011,38868,47
12011,10,1012,30237,37
12012,10,1013,18789,23
12013,10,1014,13257,16
12014,10,1015,31899,39
12015,10,1016,43789,53
12016,10,1017,36053,44
12017,10,1018,34191,42
12018,10,1019,22295,27
12019,10,1020,44979,54
12020,10,1021,7743,10
12021,10,1022,27721,34
12022,10,1023,21601,26
12023,10,1024,8591,11
12024,10,1025,25955,32
12025,10,1026,24431,30
12026,10,1027,35088,43
12027,10,1028,21194,26
12028,10,1029,46043,56
12029,10,1030,32861,40
12030,10,1031,35920,44
12031,10,1032,18998,23
12032,10,1033,20812,25
12033,10,1034,32931,40
12034,10,1035,28939,35
12035,10,1036,24883,30
12036,10,1037,18043,22
12037,10,1038,7239,9
12038,10,1039,28531,35
12039,10,1040,11549,14
12040,10,1041,35826,43
12041,10,1042,14520,18
12042,10,1043,19991,24
12043,10,1044,9924,12
12044,10,1045,39124,47
12045,10,1046,39083,47
12046,10,1047,38095,46
12047,10,1048,32196,39
12048,10,1049,26222,32
12049,10,1050,32166,39
12050,10,1051,29804,36
12051,10,1052,8666,11
12052,10,1053,23283,28
12053,10,1054,24483,30
12054,10,1055,27597,34
12055,10,1056,31421,38
12056,10,1057,34935,42
12057,10,1058,40131,49
12058,10,1059,32530,40
12059,10,1060,8327,10
12060,10,1061,34138,41
12061,10,1062,35492,43
12062,10,1063,18536,23
12063,10,1064,19444,24
12064,10,1065,36730,45
12065,10,1066,34851,42
12066,10,1067,20532,25
12067,10,1068,21733,27
12068,10,1069,22874,28
12069,10,1070,43833,53
12070,10,1071,12427,15
12071,10,1072,38996,47
12072,10,1073,19765,24
12073,10,1074,34627,42
12074,10,1075,32196,39
12075,10,1076,29192,36
12076,10,1077,37772,46
12077,10,1078,37389,45
12078,10,1079,24617,30
12079,10,1080,12290,15
12080,10,1081,12121,15
12081,10,1082,16596,20
12082,10,1083,39753,48
12083,10,1084,18614,23
12084,10,1085,26352,32
12085,10,1086,24025,29
12086,10,1087,9919,12
12087,10,1088,37523,46
12088,10,1089,33897,41
12089,10,1090,7504,10
12090,10,1091,27269,33
12091,10,1092,39058,47
12092,10,1093,38534,47
12093,10,1094,13184,16
12094,10,1095,24748,30
12095,10,1096,26181,32
12096,10,1097,16913,21
12097,10,1098,16273,20
12098,10,1099,40277,49
12099,10,1100,19232,24
13100,11,1001,23438,29
13101,11,1002,32920,40
13102,11,1003,22011,27
13103,11,1004,17374,21
13104,11,1005,13278,16
13105,11,1006,27782,34
13106,11,1007,43406,53
13107,11,1008,14207,18
13108,11,1009,29560,36
13109,11,1010,49844,60
13110,11,1011,43883,53
13111,11,1012,22613,28
13112,11,1013,19418,24
13113,11,1014,18262,22
13114,11,1015,32142,39
13115,11,1016,48803,59
13116,11,1017,28433,35
13117,11,1018,39209,48
13118,11,1019,17298,21
13119,11,1020,39996,48
13120,11,1021,15381,19
13121,11,1022,32737,40
13122,11,1023,26608,32
13123,11,1024,13446,17
13124,11,1025,22441,27
13125,11,1026,19439,24
13126,11,1027,40101,49
13127,11,1028,13562,17
13128,11,1029,41060,50
13129,11,1030,26924,33
13130,11,1031,40927,50
13131,11,1032,13886,17
13132,11,1033,28452,35
13133,11,1034,37945,46
13134,11,1035,23941,29
13135,11,1036,29889,36
13136,11,1037,14010,17
13137,11,1038,8797,11
13138,11,1039,36175,44
13139,11,1040,19190,24
13140,11,1041,40832,49
13141,11,1042,18005,22
13142,11,1043,12824,16
13143,11,1044,8092,10
13144,11,1045,46769,57
13145,11,1046,31466,38
13146,11,1047,33109,40
13147,11,1048,37214,45
13148,11,1049,18593,23
13149,11,1050,27180,33
13150,11,1051,24816,30
13151,11,1052,7370,9
13152,11,1053,28285,34
13153,11,1054,29489,36
13154,11,1055,29347,36
13155,11,1056,36423,44
13156,11,1057,29943,36
13157,11,1058,45147,55
13158,11,1059,37544,46
13159,11,1060,13328,16
13160,11,1061,37134,45
13161,11,1062,30506,37
13162,11,1063,10907,14
13163,11,1064,24455,30
13164,11,1065,41746,51
13165,11,1066,39866,48
13166,11,1067,24061,29
13167,11,1068,29381,36
13168,11,1069,17880,22
13169,11,1070,38848,47
13170,11,1071,11120,14
13171,11,1072,31375,38
13172,11,1073,24771,30
13173,11,1074,42276,51
